mode,start_station_id,start_station_name,year,trips,start_trips,end_trips,touchpoints,station_lat,station_lng,months_covered,crashes_within_500m,crashes_within_500m_per_100k_trips,risk_proxy_available,data_quality
nyc,3042.0,Fulton St & Utica Ave,2019,5793,2883,2910,5793,40.6794268,-73.9298911,5,466,8044.1912653202135,1,yearly
nyc,3043,Lewis Ave & Decatur St,2019,5926,2961,2965,5926,40.681459800000006,-73.934903,7,355,5990.550118123523,1,yearly
nyc,3043.0,Lewis Ave & Decatur St,2019,3897,1959,1938,3897,40.6814598,-73.934903,5,355,9109.571465229665,1,yearly
nyc,3044,Albany Ave & Fulton St,2019,3507,1770,1737,3507,40.6800105,-73.938475,7,444,12660.393498716852,1,yearly
nyc,3044.0,Albany Ave & Fulton St,2019,2362,1201,1161,2362,40.6800105,-73.938475,5,444,18797.62912785775,1,yearly
nyc,3046,Marcus Garvey Blvd & Macon St,2019,8141,4074,4067,8141,40.682601,-73.938037,7,302,3709.617983048766,1,yearly
nyc,3046.0,Marcus Garvey Blvd & Macon St,2019,4631,2312,2319,4631,40.682601,-73.938037,5,302,6521.2697041675665,1,yearly
nyc,3047,Halsey St & Tompkins Ave,2019,10090,5051,5039,10090,40.6823687,-73.944118,7,378,3746.2834489593656,1,yearly
nyc,3047.0,Halsey St & Tompkins Ave,2019,6123,3076,3047,6123,40.6823687,-73.944118,5,378,6173.444390004899,1,yearly
nyc,3048,Putnam Ave & Nostrand Ave,2019,6478,3310,3168,6478,40.68402,-73.94977000000002,7,441,6807.656684161778,1,yearly
nyc,3048.0,Putnam Ave & Nostrand Ave,2019,3828,1928,1900,3828,40.68402,-73.94977,5,441,11520.37617554859,1,yearly
nyc,3049,Cambridge Pl & Gates Ave,2019,11208,5624,5584,11208,40.68488,-73.96304,7,342,3051.391862955032,1,yearly
nyc,3049.0,Cambridge Pl & Gates Ave,2019,7282,3658,3624,7282,40.68488,-73.96304,5,342,4696.511947267235,1,yearly
nyc,305,E 58 St & 3 Ave,2019,60063,30041,30022,60063,40.76095756254475,-73.96724471529036,7,1349,2245.9750595208366,1,yearly
nyc,305.0,E 58 St & 3 Ave,2019,36869,18354,18515,36869,40.76095756,-73.96724467,5,1349,3658.9004312566112,1,yearly
nyc,3050,Putnam Ave & Throop Ave,2019,9067,4588,4479,9067,40.6851532,-73.94111,7,241,2657.9905150545933,1,yearly
nyc,3050.0,Putnam Ave & Throop Ave,2019,5895,2996,2899,5895,40.6851532,-73.94111,5,241,4088.2103477523324,1,yearly
nyc,3052,Lewis Ave & Madison St,2019,11711,5841,5870,11711,40.686312,-73.935775,7,222,1895.653658953121,1,yearly
