mode,start_station_id,start_station_name,trips,start_trips,end_trips,touchpoints,station_lat,station_lng,year_min,year_max,years_count,months_count,first_month,last_month,observation_months,data_quality,crashes_within_500m,crashes_within_500m_per_100k_trips,risk_proxy_available
nyc,296,Division St & Bowery (old),4058,1958,2100,4058,40.71413089,-73.9970468,2019,2019,1,1,12,12,1,lifetime_aggregate,1529,37678.659438146875,1
nyc,2961.05,59 St & 5 Ave,7536,3730,3806,7536,40.640125,-74.015726,2023,2025,2,12,1,12,36,lifetime_aggregate,1072,14225.053078556262,1
nyc,297,E 15 St & 3 Ave,131502,65742,65760,131502,40.73423199430451,-73.9869229773408,2019,2019,1,12,1,12,12,lifetime_aggregate,1369,1041.0488053413637,1
nyc,2971.02,64 St & 3 Ave,2385,1092,1293,2385,40.639978,-74.02324,2023,2025,2,12,1,12,36,lifetime_aggregate,803,33668.76310272537,1
nyc,298,3 Ave & Schermerhorn St,34938,16923,18015,34938,40.68683208,-73.9796772,2019,2019,1,12,1,12,12,lifetime_aggregate,1988,5690.079569523155,1
nyc,2981.03,Colonial Rd & Wakeman Pl,464,224,240,464,40.64067,-74.0294,2025,2025,1,4,9,12,4,lifetime_aggregate,228,49137.93103448275,1
nyc,2984.04,Cortelyou Rd & Argyle Rd,19877,9742,10135,19877,40.64034,-73.96603,2023,2025,2,12,7,12,30,lifetime_aggregate,546,2746.8933943754087,1
nyc,2996.05,Ocean Pkwy & Ave C,2864,1424,1440,2864,40.64078,-73.97395,2025,2025,1,3,10,12,3,lifetime_aggregate,696,24301.67597765363,1
nyc,3000.08,6 Ave & 55 St,8384,4208,4176,8384,40.640831,-74.010996,2023,2025,2,12,1,12,36,lifetime_aggregate,888,10591.603053435114,1
nyc,3002,South End Ave & Liberty St,169686,84624,85062,169686,40.711512,-74.015756,2019,2019,1,12,1,12,12,lifetime_aggregate,583,343.57578114870995,1
nyc,3007.05,Church Ave & Story St,15811,7847,7964,15811,40.642031,-73.981073,2023,2025,2,12,1,12,36,lifetime_aggregate,575,3636.7086205806086,1
nyc,301,E 2 St & Avenue B,112904,55584,57320,112904,40.72217444,-73.98368779,2019,2019,1,12,1,12,12,lifetime_aggregate,1247,1104.4781407213209,1
nyc,3011.03,59 St & 4 Ave,20588,10312,10276,20588,40.641269,-74.017651,2023,2025,2,12,1,12,36,lifetime_aggregate,1101,5347.775403147464,1
nyc,3016,Kent Ave & N 7 St,96007,46017,49990,96007,40.72036775298455,-73.96165072917938,2019,2019,1,12,1,12,12,lifetime_aggregate,597,621.8296582540856,1
nyc,3019.02,65 St & 2 Ave,2115,972,1143,2115,40.640493,-74.02564,2023,2025,2,12,1,12,36,lifetime_aggregate,622,29408.983451536642,1
nyc,3019.03,Keegan Rd & 2 Ave,3160,1493,1667,3160,40.642431396605225,-74.0255355839741,2023,2025,2,12,1,12,36,lifetime_aggregate,492,15569.620253164556,1
