mode,start_station_id,start_station_name,year,month,trips,start_trips,end_trips,touchpoints,station_lat,station_lng,crashes_within_100m,crashes_within_100m_per_100k_trips,risk_proxy_available,data_quality
nyc,276,Duane St & Greenwich St,2019,1,2122,1053,1069,2122,40.71748752,-74.0104554,0,0.0,1,year_month
nyc,278,Concord St & Bridge St,2019,1,760,399,361,760,40.69766564,-73.98476437,4,526.3157894736842,1,year_month
nyc,279,Peck Slip & Front St,2019,1,2867,1425,1442,2867,40.707873,-74.00167,1,34.87966515521451,1,year_month
nyc,280,E 10 St & 5 Ave,2019,1,3325,1653,1672,3325,40.73331966999999,-73.99510132,0,0.0,1,year_month
nyc,281,Grand Army Plaza & Central Park S,2019,1,5032,2677,2355,5032,40.7643971,-73.97371465,11,218.6009538950715,1,year_month
nyc,282,Kent Ave & S 11 St,2019,1,1610,786,824,1610,40.707644944175705,-73.96841526031494,1,62.11180124223603,1,year_month
nyc,285,Broadway & E 14 St,2019,1,10678,5300,5378,10678,40.73454567,-73.99074142,1,9.365049634763064,1,year_month
nyc,289,Monroe St & Classon Ave,2019,1,826,465,361,826,40.6845683,-73.95881081,1,121.06537530266344,1,year_month
nyc,291,Madison St & Montgomery St,2019,1,2146,1069,1077,2146,40.713126,-73.984844,1,46.59832246039142,1,year_month
nyc,293,Lafayette St & E 8 St,2019,1,9593,4719,4874,9593,40.73020660529954,-73.99102628231049,2,20.848535390388825,1,year_month
nyc,295,Pike St & E Broadway,2019,1,3224,1620,1604,3224,40.71406667,-73.99293911,2,62.03473945409429,1,year_month
nyc,296,Division St & Bowery,2019,1,3812,1907,1905,3812,40.71413089,-73.9970468,1,26.23294858342078,1,year_month
nyc,297,E 15 St & 3 Ave,2019,1,7607,3803,3804,7607,40.734232,-73.986923,2,26.291573550677008,1,year_month
nyc,298,3 Ave & Schermerhorn St,2019,1,1809,859,950,1809,40.68683208,-73.9796772,6,331.6749585406302,1,year_month
nyc,3002,South End Ave & Liberty St,2019,1,6393,3199,3194,6393,40.711512,-74.015756,0,0.0,1,year_month
nyc,301,E 2 St & Avenue B,2019,1,4652,2127,2525,4652,40.72217444,-73.98368779,3,64.48839208942391,1,year_month
nyc,3016,Kent Ave & N 7 St,2019,1,3194,1487,1707,3194,40.72036775298455,-73.96165072917938,2,62.61740763932373,1,year_month
nyc,302,Avenue D & E 3 St,2019,1,3547,1768,1779,3547,40.72082834,-73.97793172,1,28.192839018889202,1,year_month
nyc,303,Mercer St & Spring St,2019,1,3469,1733,1736,3469,40.72362738,-73.99949601,1,28.826751225136928,1,year_month
nyc,304,Broadway & Battery Pl,2019,1,5037,2139,2898,5037,40.70463334,-74.01361706,3,59.55926146515784,1,year_month
nyc,3041,Kingston Ave & Herkimer St,2019,1,504,250,254,504,40.67890679,-73.94142771,2,396.8253968253968,1,year_month
nyc,3042,Fulton St & Utica Ave,2019,1,590,296,294,590,40.6794268,-73.9298911,1,169.4915254237288,1,year_month
